City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Plyussa,RU,58.4308,29.3654,60.15,78,69,4.12,broken clouds
346,Arica,CL,-18.475,-70.3042,62.83,72,0,11.5,clear sky
347,Novyy Urgal,RU,51.0736,132.5642,61.48,90,100,2.84,overcast clouds
348,Humberto De Campos,BR,-2.5983,-43.4611,84.97,60,94,3.98,overcast clouds
349,Nome,US,64.5011,-165.4064,51.87,87,90,11.5,mist
350,Port Hardy,CA,50.6996,-127.4199,64.13,73,4,9.08,clear sky
351,Srikakulam,IN,18.3,83.9,82.29,69,99,5.35,overcast clouds
352,Hambantota,LK,6.1241,81.1185,79.52,83,100,15.75,overcast clouds
353,Masvingo,ZW,-20.0637,30.8277,56.07,47,0,3.94,clear sky
354,Moerai,PF,-22.4333,-151.3333,74.32,76,89,20.04,overcast clouds
355,Akdagmadeni,TR,39.6603,35.8836,58.82,83,0,4.74,clear sky
356,Yenagoa,NG,4.9247,6.2642,77.4,78,85,6.62,overcast clouds
357,Shimoda,JP,34.6667,138.95,72.1,79,6,1.03,clear sky
358,Tongliao,CN,43.6125,122.2653,68.29,96,100,9.51,overcast clouds
359,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,20,6.71,fog
360,Aswan,EG,24.0934,32.907,95.05,13,8,8.43,clear sky
361,Asau,RO,46.4333,26.4,76.28,87,0,4.72,clear sky
362,Galveston,US,29.3669,-94.9669,97.14,76,20,5.99,few clouds
363,Zhoucheng,CN,35.9122,116.3117,73.76,93,2,7.78,clear sky
364,Beloha,MG,-25.1667,45.05,67.48,63,0,9.93,clear sky
365,Saint-Denis,FR,48.9167,2.3333,68.49,63,0,6.91,clear sky
366,Bereda,ES,43.2686,-7.5406,63.41,100,94,4.52,overcast clouds
367,Mount Isa,AU,-20.7333,139.5,58.77,58,29,0.0,scattered clouds
368,Hondo,JP,32.45,130.2,79.88,85,62,3.33,broken clouds
369,Vaitape,PF,-16.5167,-151.75,77.14,70,57,14.99,broken clouds
370,Nelson Bay,AU,-32.7167,152.15,55.0,86,99,8.59,overcast clouds
371,Kandrian,PG,-6.2167,149.55,77.14,85,88,9.8,overcast clouds
372,Dingle,PH,10.9995,122.6711,77.43,87,100,8.32,overcast clouds
373,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,93,74,8.55,broken clouds
374,Couvin,BE,50.0528,4.495,60.39,94,60,3.67,broken clouds
375,Batemans Bay,AU,-35.7167,150.1833,39.9,93,10,4.09,clear sky
376,Kisanga,TZ,-7.4362,37.7034,72.3,68,70,4.61,broken clouds
377,Kununurra,AU,-15.7667,128.7333,66.18,88,7,4.61,clear sky
378,Cherskiy,RU,68.75,161.3,35.46,92,96,18.95,overcast clouds
379,Thinadhoo,MV,0.5333,72.9333,81.82,71,96,4.72,overcast clouds
380,Banes,CU,20.9625,-75.7186,92.01,67,23,14.88,few clouds
381,Lubana,LV,56.9,26.7167,62.02,79,100,4.7,overcast clouds
382,Aguimes,ES,27.9054,-15.4461,71.65,64,20,31.07,few clouds
383,Belaya Gora,RU,68.5333,146.4167,40.66,68,4,7.63,clear sky
384,Pangnirtung,CA,66.1451,-65.7125,52.97,70,100,3.0,overcast clouds
385,Sale,MA,34.0389,-6.8166,68.76,73,0,6.91,clear sky
386,Taltal,CL,-25.4,-70.4833,64.13,65,21,3.15,few clouds
387,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,17.27,few clouds
388,Half Moon Bay,US,37.4636,-122.4286,87.82,63,20,1.01,few clouds
389,Usinsk,RU,65.9939,57.5281,48.2,93,95,9.95,overcast clouds
390,Eyl,SO,7.9803,49.8164,84.69,57,30,25.05,scattered clouds
391,Riyadh,SA,24.6877,46.7219,98.74,9,3,5.21,clear sky
392,Estelle,US,29.8458,-90.1067,96.01,64,75,9.22,thunderstorm
393,Marrakesh,MA,31.6315,-8.0083,86.07,32,20,12.66,few clouds
394,Lingyuan,CN,41.24,119.4011,63.23,89,38,8.39,scattered clouds
395,Ouidah,BJ,6.3631,2.0851,77.56,82,49,9.8,scattered clouds
396,Msanga,TZ,-6.05,36.0333,61.79,70,41,4.65,scattered clouds
397,Biggar,GB,55.6167,-3.5167,60.3,76,100,2.1,overcast clouds
398,Launceston,AU,-41.45,147.1667,37.15,94,25,0.0,scattered clouds
399,Conceicao Do Araguaia,BR,-8.2578,-49.2647,96.66,22,30,8.88,scattered clouds
400,Changji,CN,44.0167,87.3167,70.59,46,0,8.95,clear sky
401,San Quintin,MX,30.4833,-115.95,79.48,59,2,13.96,clear sky
402,College,US,64.8569,-147.8028,73.35,58,75,0.0,broken clouds
403,Zhigansk,RU,66.7697,123.3711,61.21,71,57,11.59,broken clouds
404,Winnetka,US,42.1081,-87.7359,80.04,63,40,1.99,scattered clouds
405,Uyutne,UA,45.1994,33.3014,74.82,69,0,1.63,clear sky
406,Alice Town,BS,25.7167,-79.3,85.17,68,12,6.82,few clouds
407,Bambous Virieux,MU,-20.3428,57.7575,69.22,73,53,17.0,light rain
408,Dukat,RU,62.55,155.55,32.38,98,100,5.91,snow
409,Verkhnyaya Inta,RU,65.9811,60.3094,50.13,96,37,8.25,scattered clouds
410,Port Hawkesbury,CA,45.6169,-61.3485,75.88,60,45,1.99,scattered clouds
411,Manbij,SY,36.5281,37.9549,86.77,28,0,16.33,clear sky
412,Svatove,UA,49.4103,38.1503,77.0,52,13,4.7,few clouds
413,Medak,IN,18.0333,78.2667,76.66,77,98,15.21,overcast clouds
414,Ust-Tsilma,RU,65.441,52.1498,50.76,92,47,3.27,scattered clouds
415,Alta Floresta,BR,-9.8756,-56.0861,97.29,19,13,8.9,few clouds
416,Saint Anthony,US,45.0205,-93.218,81.1,38,75,1.99,broken clouds
417,Rio De Janeiro,BR,-22.9028,-43.2075,69.91,69,20,13.8,few clouds
418,Kayan,MM,16.9056,96.5631,78.94,94,100,6.04,overcast clouds
419,Puerto El Triunfo,SV,13.2833,-88.55,91.56,52,95,7.27,overcast clouds
420,Ayorou,NE,14.7308,0.9174,91.99,41,29,10.96,scattered clouds
421,Crestview,US,30.7621,-86.5705,97.77,55,20,4.0,few clouds
422,Vallenar,CL,-28.5708,-70.7581,84.99,11,0,7.14,clear sky
423,North Bend,US,43.4065,-124.2243,77.92,88,1,23.02,clear sky
424,Oussouye,SN,12.485,-16.5469,78.19,86,96,9.26,overcast clouds
425,Unguia,CO,8.0434,-77.0945,86.83,76,95,4.59,overcast clouds
426,Sahuaripa,MX,29.05,-109.2333,96.12,39,0,4.45,clear sky
427,Saint-Augustin,CA,51.226,-58.6502,64.36,68,94,18.61,overcast clouds
428,Pueblo,US,38.2545,-104.6091,76.48,53,20,3.0,haze
429,Kampot,KH,10.6167,104.1833,78.85,82,100,11.59,overcast clouds
430,Iracoubo,GF,5.4802,-53.2011,80.46,80,49,9.35,scattered clouds
431,Nyurba,RU,63.2842,118.3319,59.14,61,100,5.01,overcast clouds
432,Aktau,KZ,43.65,51.2,79.38,34,3,8.97,clear sky
433,Jalu,LY,29.0331,21.5482,92.16,15,5,11.05,clear sky
434,Okoneshnikovo,RU,54.8377,75.0834,64.69,73,89,8.39,overcast clouds
435,Monterey,US,36.2505,-121.2516,90.72,10,0,9.06,clear sky
436,Tangshan,CN,39.6333,118.1833,69.21,89,1,5.48,clear sky
437,Mae Sai,TH,20.4335,99.8762,77.45,99,100,1.7,overcast clouds
438,Abu Samrah,SY,35.3029,37.1841,83.5,40,0,11.12,clear sky
439,Tawang,IN,27.5833,91.8667,57.47,96,92,0.38,moderate rain
440,Makokou,GA,0.5738,12.8642,71.78,91,98,3.42,light rain
441,Abu Dhabi,AE,24.4667,54.3667,93.31,62,0,4.61,clear sky
442,Esil,KZ,51.9556,66.4042,74.08,54,5,7.27,clear sky
443,Sosnovoborsk,RU,56.1325,93.3589,56.75,91,93,3.6,overcast clouds
444,Kalaleh,IR,37.3807,55.4916,78.96,63,0,3.98,clear sky
445,Zhangjiakou,CN,40.81,114.8794,61.25,78,3,4.25,clear sky
446,Opuwo,NA,-18.0607,13.84,63.93,26,0,7.4,clear sky
447,Marzuq,YE,14.4,46.4667,81.28,50,94,1.97,overcast clouds
448,Ghanzi,BW,-21.5667,21.7833,56.12,40,0,8.03,clear sky
449,Meulaboh,ID,4.1363,96.1285,75.07,88,100,3.69,overcast clouds
450,Farafangana,MG,-22.8167,47.8333,66.06,85,21,5.73,few clouds
451,Ierapetra,GR,35.01,25.7353,88.45,40,0,9.51,clear sky
452,Hobyo,SO,5.3505,48.5268,78.08,78,4,23.98,clear sky
453,Doka,SD,13.5167,35.7667,71.53,90,100,5.66,overcast clouds
454,Karasburg,NA,-28.0167,18.75,58.57,22,0,4.59,clear sky
455,Gushikawa,JP,26.3544,127.8686,81.99,83,75,13.8,broken clouds
456,Fort Nelson,CA,58.8053,-122.7002,89.38,37,0,4.21,clear sky
457,Kiama,AU,-34.6833,150.8667,44.46,90,3,4.07,clear sky
458,Hailar,CN,49.2,119.7,52.34,90,0,6.51,clear sky
459,Astoria,US,46.1879,-123.8313,66.47,82,90,1.99,overcast clouds
460,Chumphon,TH,10.3333,98.8333,73.76,93,100,8.34,overcast clouds
461,Oktyabrskiy,RU,54.4815,53.471,65.07,62,49,1.5,scattered clouds
462,Aklavik,CA,68.2191,-135.0107,82.54,31,100,14.88,overcast clouds
463,Kanbe,MM,16.7053,96.0017,78.85,94,100,9.19,overcast clouds
464,Post Falls,US,47.718,-116.9516,87.31,47,1,5.99,clear sky
465,Evensk,RU,61.95,159.2333,43.07,88,100,17.43,light rain
466,Lexington Park,US,38.2668,-76.4538,82.65,69,40,1.01,scattered clouds
467,Pecos,US,31.4229,-103.4932,86.09,48,90,20.71,thunderstorm
468,Aljezur,PT,37.3191,-8.8033,64.94,94,3,10.67,clear sky
469,Kabompo,ZM,-13.5927,24.2008,60.58,45,1,6.29,clear sky
470,Sechura,PE,-5.5569,-80.8222,76.95,55,10,15.59,clear sky
471,Sibu,MY,2.3,111.8167,74.88,98,100,2.17,overcast clouds
472,Doha,QA,25.2867,51.5333,97.11,63,0,2.3,clear sky
473,Doaba,PK,33.4244,70.7364,84.38,61,15,1.61,few clouds
474,Ilo,PE,-17.6394,-71.3375,63.66,76,39,8.14,scattered clouds
475,Carutapera,BR,-1.195,-46.02,78.13,88,63,5.14,broken clouds
476,Camacha,PT,33.0833,-16.3333,69.22,73,40,11.5,scattered clouds
477,Tulun,RU,54.5611,100.5792,55.15,97,100,10.09,light rain
478,Huntington,US,38.4193,-82.4452,85.37,50,20,4.61,few clouds
479,Guadalajara,MX,20.6667,-103.3333,82.78,50,40,3.44,scattered clouds
480,Kamakura,JP,35.3089,139.5503,84.96,91,3,8.86,clear sky
481,Cayenne,GF,4.9333,-52.3333,87.84,74,20,5.99,few clouds
482,Ballina,AU,-28.8667,153.5667,61.79,85,36,14.14,scattered clouds
483,Banjarmasin,ID,-3.3244,114.591,73.54,87,90,0.74,overcast clouds
484,Caravelas,BR,-17.7125,-39.2481,70.34,55,100,10.27,overcast clouds
485,Borisoglebskiy,RU,57.2586,39.1508,67.64,95,70,7.54,broken clouds
486,Ponta Delgada,PT,37.7333,-25.6667,72.32,94,75,19.57,broken clouds
487,Itarema,BR,-2.9248,-39.9167,81.21,68,100,14.81,overcast clouds
488,Ijui,BR,-28.3878,-53.9147,63.48,61,0,4.7,clear sky
489,Winchester,GB,51.0651,-1.3187,63.43,89,75,1.14,broken clouds
490,Maumere,ID,-8.6199,122.2111,77.79,83,76,8.81,broken clouds
491,Peleduy,RU,59.6289,112.7406,57.06,79,100,0.16,light rain
492,Pekan,MY,3.4836,103.3996,75.83,91,63,5.28,broken clouds
493,Buffalo Grove,US,42.1514,-87.9598,79.97,57,40,3.0,scattered clouds
494,Tucurui,BR,-3.7661,-49.6725,91.08,38,68,5.64,broken clouds
495,Niteroi,BR,-22.8833,-43.1036,69.58,69,20,13.8,few clouds
496,Paamiut,GL,61.994,-49.6678,47.95,89,100,6.13,light rain
497,General Roca,AR,-39.0333,-67.5833,61.2,32,0,11.74,clear sky
498,Santa Helena De Goias,BR,-17.8136,-50.5969,84.11,28,5,8.41,clear sky
499,Santa Cruz,BO,-17.8,-63.1667,74.66,23,75,17.27,smoke
500,Gat,IL,31.61,34.7642,86.4,56,0,4.27,clear sky
501,Vanimo,PG,-2.6741,141.3028,76.68,90,33,4.7,scattered clouds
502,Zanjan,IR,36.6736,48.4787,68.07,67,100,5.73,overcast clouds
503,Mineros,BO,-17.1167,-63.2333,76.59,17,85,11.65,overcast clouds
504,Beverungen,DE,51.6667,9.3667,61.77,96,21,4.43,few clouds
505,Gerash,IR,27.6652,54.1371,90.93,20,2,3.74,clear sky
506,Sabratah,LY,32.7933,12.4885,91.33,38,1,11.97,clear sky
507,Kankan,GN,10.3854,-9.3057,72.77,94,100,3.85,light rain
508,Surskoye,RU,54.4821,46.7214,67.89,81,97,2.75,overcast clouds
509,Raha,IN,26.2333,92.5167,76.68,97,98,3.31,overcast clouds
510,Newport,GB,51.5877,-2.9984,65.07,74,80,5.95,broken clouds
511,La Asuncion,VE,11.0333,-63.8628,82.98,74,1,16.24,clear sky
512,Loa Janan,ID,-0.583,117.095,72.86,99,83,1.77,broken clouds
513,A Coruna,ES,43.3713,-8.396,66.58,90,75,1.99,fog
514,Egvekinot,RU,66.3167,-179.1667,41.41,65,48,1.95,scattered clouds
515,Borsice,CZ,49.0625,17.3508,64.72,91,89,10.27,overcast clouds
516,Bozoum,CF,6.3193,16.3799,68.23,95,100,0.67,overcast clouds
517,Tiberias,IL,32.7922,35.5312,79.38,70,0,4.54,clear sky
518,Otse,BW,-25.0167,25.7333,47.57,24,0,4.09,clear sky
519,Haines Junction,CA,60.7522,-137.5108,78.84,33,40,3.78,scattered clouds
520,Guasdualito,VE,7.2424,-70.7324,74.39,95,100,4.07,overcast clouds
521,Auki,SB,-8.7676,160.7034,75.94,86,99,9.04,overcast clouds
522,Noumea,NC,-22.2763,166.4572,66.99,99,80,7.56,broken clouds
523,Persianovskiy,RU,47.5137,40.1075,88.56,61,0,4.47,clear sky
524,San Cristobal,VE,7.7669,-72.225,84.38,73,56,8.21,broken clouds
525,Mehamn,NO,71.0357,27.8492,49.91,93,90,2.3,moderate rain
526,Flin Flon,CA,54.7682,-101.865,86.67,23,0,7.29,clear sky
527,Karaton,ID,-6.3424,106.1045,79.95,95,8,0.56,clear sky
528,Iqaluit,CA,63.7506,-68.5145,47.91,81,100,1.77,overcast clouds
529,Yashkul,RU,46.1711,45.3435,84.67,38,1,10.56,clear sky
530,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,22,0,9.22,clear sky
531,Amalapuram,IN,16.5833,82.0167,83.16,63,100,4.7,overcast clouds
532,Galesong,ID,-5.3166,119.3661,75.22,81,81,6.22,broken clouds
533,Port Pirie,AU,-33.1833,138.0167,41.09,55,0,14.07,clear sky
534,Athabasca,CA,54.7169,-113.2854,96.37,19,75,3.02,broken clouds
535,Gotsu,JP,35.0,132.2167,77.27,81,94,5.46,light rain
536,Ilovlya,RU,49.3033,43.9796,81.7,32,95,4.72,overcast clouds
537,Aliwal North,ZA,-30.6937,26.7114,46.87,37,26,3.18,scattered clouds
538,Dauphin,CA,51.1494,-100.0502,86.11,22,0,5.06,clear sky
539,Tsogni,GA,-2.7942,10.0988,73.29,85,100,7.23,overcast clouds
540,Pilani,IN,28.3684,75.6041,80.82,80,68,14.07,broken clouds
541,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.87,51,96,2.44,overcast clouds
542,Nosy Varika,MG,-20.5833,48.5333,64.6,89,26,4.16,scattered clouds
543,Pangody,RU,65.85,74.4859,59.36,67,100,12.41,overcast clouds
544,Nouakchott,MR,18.0858,-15.9785,80.53,80,100,11.72,overcast clouds
545,Blagoyevo,RU,63.3667,47.9167,55.69,94,42,3.44,scattered clouds
546,Kidal,ML,18.4411,1.4078,96.01,33,33,6.89,scattered clouds
547,Dalvik,IS,65.9702,-18.5286,56.75,80,100,2.15,overcast clouds
548,Foz,ES,43.5692,-7.2544,67.93,91,6,2.64,clear sky
549,Srednekolymsk,RU,67.45,153.6833,37.81,75,100,10.04,overcast clouds
550,Ignatovka,RU,53.9479,47.6536,72.88,60,100,1.83,overcast clouds
551,Karratha,AU,-20.7377,116.8463,60.96,43,0,11.5,clear sky
552,Tilichiki,RU,60.4667,166.1,50.94,64,100,4.56,overcast clouds
553,Tiznit,MA,29.5833,-9.5,69.91,58,0,3.69,clear sky
554,Saint-Joseph,RE,-21.3667,55.6167,66.56,72,37,11.05,scattered clouds
555,Kryve Ozero,UA,47.9524,30.3493,75.22,61,2,6.06,clear sky
556,Polunochnoye,RU,60.8697,60.4153,54.03,93,2,5.21,clear sky
557,Miranda,CO,3.2499,-76.2281,88.65,39,36,2.82,scattered clouds
558,Siva,EG,29.2041,25.5195,94.57,22,0,14.92,clear sky
559,Knysna,ZA,-34.0363,23.0471,56.91,86,32,7.54,scattered clouds
560,Ararangua,BR,-28.9347,-49.4858,69.24,77,88,6.6,overcast clouds
561,Caarapo,BR,-22.6342,-54.8222,69.62,45,82,3.49,broken clouds
562,Chokwe,MZ,-24.5333,32.9833,65.91,45,0,6.71,clear sky
563,Qasigiannguit,GL,68.8193,-51.1922,57.45,56,2,6.58,clear sky
564,Odweyne,SO,9.4092,45.064,73.98,50,2,18.81,clear sky
565,Shiyan,CN,32.6475,110.7781,78.12,89,2,3.36,light rain
566,Olinda,BR,-8.0089,-34.8553,78.53,73,75,18.41,broken clouds
567,Port Keats,AU,-14.25,129.55,74.26,88,97,2.89,overcast clouds
568,Guarapari,BR,-20.6667,-40.4975,72.91,62,11,6.4,few clouds
569,Chandler,US,33.3062,-111.8412,103.91,32,75,4.0,broken clouds
570,Lasa,IT,46.6166,10.7002,57.02,97,100,5.77,overcast clouds
571,Kralendijk,BQ,12.15,-68.2667,81.19,85,92,24.27,overcast clouds
572,Slave Lake,CA,55.2834,-114.769,86.22,32,85,3.06,overcast clouds
573,Ughelli,NG,5.4899,6.0074,77.32,79,99,5.93,overcast clouds
574,Sergeyevka,KZ,53.88,67.4158,68.32,75,7,6.87,clear sky
575,Inhambane,MZ,-23.865,35.3833,64.85,74,0,5.23,clear sky
576,Tukrah,LY,32.5341,20.5791,81.73,68,0,8.34,clear sky
577,Aktash,RU,50.3,87.7333,39.79,78,0,1.79,clear sky
578,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.44,45,75,6.91,broken clouds
579,Boden,SE,65.8252,21.6886,57.2,92,100,4.05,overcast clouds
580,Okhotsk,RU,59.3833,143.3,58.57,58,0,8.61,clear sky
581,Marsa Matruh,EG,31.3525,27.2453,80.85,82,0,14.16,clear sky
582,Loreto,MX,22.2667,-101.9667,80.76,27,8,12.46,clear sky
583,Bathsheba,BB,13.2167,-59.5167,86.61,70,20,11.5,few clouds
584,Klaksvik,FO,62.2266,-6.589,49.12,82,53,11.48,broken clouds
585,Russell,US,32.3502,-85.1999,94.28,52,20,4.61,few clouds
586,Dukhovshchina,RU,55.1919,32.4111,64.54,62,100,3.27,overcast clouds
587,Cruzilia,BR,-21.8386,-44.8083,64.36,44,16,1.39,few clouds
588,Nianzishan,CN,47.5167,122.8833,57.67,84,100,5.64,overcast clouds
589,Maracaibo,VE,10.6317,-71.6406,92.44,51,9,5.19,clear sky
590,Villanueva De La Serena,ES,38.9766,-5.7974,77.83,31,84,3.62,broken clouds
591,Batsfjord,NO,70.6345,29.7185,56.98,82,75,11.5,shower rain
592,San Policarpo,PH,12.1791,125.5072,83.03,76,95,10.63,overcast clouds
593,Mayo,US,38.8876,-76.5119,80.11,93,90,7.0,mist
594,San Andres,CO,12.5847,-81.7006,86.02,79,40,18.41,scattered clouds
595,Smoky Lake,CA,54.1169,-112.4686,95.29,20,93,7.87,overcast clouds
596,Topolobampo,MX,25.6,-109.05,96.06,52,40,16.11,scattered clouds
597,Banda Aceh,ID,5.5577,95.3222,79.68,74,99,16.22,overcast clouds
598,Borba,BR,-4.3878,-59.5939,95.31,26,39,3.69,scattered clouds
599,Moranbah,AU,-22.0016,148.0466,58.46,87,0,3.74,clear sky
600,Coruripe,BR,-10.1256,-36.1756,73.8,76,11,15.97,few clouds
601,Luganville,VU,-15.5333,167.1667,69.28,69,60,4.14,broken clouds
602,Fort Saint James,CA,54.4333,-124.25,86.77,30,100,2.82,overcast clouds
603,Soc Trang,VN,9.6033,105.98,78.76,90,21,8.57,few clouds
604,La Colmena,PY,-25.8833,-56.8167,70.99,42,25,4.88,scattered clouds
605,Okha,RU,53.5739,142.9478,50.92,84,80,5.32,broken clouds
606,Liverpool,GB,53.4106,-2.9779,62.69,70,33,1.99,scattered clouds
607,Gucheng,CN,35.9115,111.3192,79.0,67,85,4.18,overcast clouds
608,Sotuta,MX,20.6,-89.0167,92.41,47,94,3.76,overcast clouds
609,Monywa,MM,22.1167,95.1333,79.83,85,100,5.35,light rain
610,Winslow,US,35.0242,-110.6974,89.96,34,1,1.01,clear sky
611,Leningradskiy,RU,69.3833,178.4167,35.65,96,100,17.47,overcast clouds
612,Severo-Kurilsk,RU,50.6789,156.125,53.35,81,0,15.82,clear sky
613,Altamira,BR,-3.2033,-52.2064,88.39,50,100,2.68,overcast clouds
614,Gomel,BY,52.4345,30.9754,73.38,78,0,6.71,clear sky
615,Semenivka,UA,52.1783,32.5818,69.46,76,26,4.18,scattered clouds
616,Barpali,IN,21.2,83.5833,75.65,83,66,5.53,broken clouds
617,Waynesville,US,35.4887,-82.9887,81.27,75,93,1.01,overcast clouds
618,Arlit,NE,18.7369,7.3853,95.27,29,45,13.35,scattered clouds
619,Tokonou,GN,9.65,-9.7833,69.71,97,93,4.97,moderate rain
620,Valdemarpils,LV,57.3707,22.5919,62.02,81,100,4.94,overcast clouds
621,Garowe,SO,8.4054,48.4845,83.71,41,47,27.94,scattered clouds
622,Taksimo,RU,56.3444,114.8794,53.94,97,100,0.83,light rain
623,Lamu,KE,-2.2717,40.902,75.42,78,58,17.92,broken clouds
624,Zhuhai,CN,22.2769,113.5678,85.05,89,40,4.61,scattered clouds
625,Sibolga,ID,1.7427,98.7792,74.5,89,100,2.86,overcast clouds
626,Mnogovershinnyy,RU,53.9353,139.9242,49.3,91,98,1.07,overcast clouds
627,Gulu,UG,2.7746,32.299,71.11,56,100,5.39,overcast clouds
628,Korsakov,RU,46.6328,142.7813,60.64,88,76,13.8,broken clouds
629,The Valley,AI,18.217,-63.0578,87.66,73,4,13.82,clear sky
630,Katakwi,UG,1.8911,33.9661,68.74,68,100,4.61,overcast clouds
631,Tyrma,RU,50.0833,132.1667,63.55,86,100,3.69,overcast clouds
632,Namibe,AO,-15.1961,12.1522,69.12,86,49,4.45,scattered clouds
633,Roma,US,43.2128,-75.4557,66.06,93,90,4.61,light rain
634,Tabory,RU,58.5198,64.5495,59.25,96,0,7.27,clear sky
635,Harer,ET,9.3094,42.1258,61.18,68,71,6.55,broken clouds
636,Wanning,CN,18.8003,110.3967,80.56,89,100,11.1,overcast clouds
637,Rutul,RU,41.5357,47.4239,67.1,86,23,2.91,few clouds
638,Altay,CN,47.8667,88.1167,58.96,53,45,3.22,scattered clouds
639,Dongli,CN,23.5656,116.8194,81.52,86,97,3.27,overcast clouds
640,Shunyi,CN,40.125,116.6453,71.55,73,0,4.47,clear sky
641,Vagur,FO,61.4732,-6.8119,49.95,78,53,8.41,broken clouds
642,Svetlaya,RU,46.5389,138.3297,62.58,91,98,11.95,overcast clouds
643,Stromness,GB,58.965,-3.296,52.05,79,93,11.05,overcast clouds
644,Belyy Yar,RU,53.6039,91.3903,57.09,88,0,2.24,clear sky
645,Xiongyue,CN,40.1774,122.1228,70.39,95,8,9.37,clear sky
646,Vysha,RU,53.8477,42.3777,70.61,57,78,6.24,broken clouds
647,Bentiu,SS,9.2333,29.8333,71.4,94,67,1.34,light rain
648,Russkaya Polyana,UA,49.417,31.9201,72.95,72,20,6.13,few clouds
649,Asfi,MA,32.2994,-9.2372,68.34,72,100,21.16,overcast clouds
650,Kathu,TH,7.9178,98.3332,83.7,79,100,20.67,overcast clouds
651,Mar De Espanha,BR,-21.8672,-43.0097,63.55,51,40,4.92,scattered clouds
652,Dillon,US,34.4166,-79.3712,96.94,30,12,11.65,few clouds
653,Fengzhen,CN,40.4394,113.1536,56.8,83,41,7.85,scattered clouds
654,Nanakuli,US,21.3906,-158.1547,82.35,61,40,17.27,scattered clouds
655,Muros,ES,42.7762,-9.0603,65.08,93,100,5.57,overcast clouds
656,Alihe,CN,50.5667,123.7167,47.01,97,7,2.08,clear sky
657,Gobabis,NA,-22.45,18.9667,52.54,35,0,9.57,clear sky
658,Kilis,TR,36.7161,37.115,84.43,35,0,7.05,clear sky
659,Bandarbeyla,SO,9.4942,50.8122,80.15,73,3,26.42,clear sky
660,Bowen,AU,-20.0167,148.2333,67.35,78,13,4.36,few clouds
661,Andenes,NO,69.3143,16.1194,46.38,81,75,12.66,broken clouds
662,Viedma,AR,-40.8135,-62.9967,59.05,34,1,17.58,clear sky
663,Madimba,TZ,-10.4,40.3333,73.85,79,30,12.93,scattered clouds
664,Malatya,TR,38.5,38.0,82.45,28,0,16.11,clear sky
665,Starovelichkovskaya,RU,45.4288,38.7326,81.16,53,0,7.67,clear sky
666,Zaysan,KZ,47.4667,84.8667,66.58,32,0,9.17,clear sky
667,Khani,GE,41.9563,42.9566,63.97,97,90,2.42,overcast clouds
668,Osmaniye,TR,37.0742,36.2478,81.52,67,0,1.92,clear sky
669,Mount Gambier,AU,-37.8333,140.7667,41.41,91,0,10.16,clear sky
670,Beringovskiy,RU,63.05,179.3167,45.57,72,48,12.86,scattered clouds
671,Bettendorf,US,41.5245,-90.5157,82.29,52,40,6.91,scattered clouds
672,Batagay-Alyta,RU,67.8006,130.4114,57.88,60,2,1.77,clear sky
673,Werda,BW,-25.2667,23.2833,55.51,28,0,5.66,clear sky
674,Strzegom,PL,50.9626,16.3501,59.72,93,97,5.08,overcast clouds
675,Imeni Poliny Osipenko,RU,52.4201,136.4853,50.41,94,99,0.36,overcast clouds
676,Nicoya,CR,10.1483,-85.452,89.15,76,97,7.56,overcast clouds
677,Port Blair,IN,11.6667,92.75,81.81,81,100,18.9,overcast clouds
678,Dzilam Gonzalez,MX,21.2833,-88.9333,84.85,69,84,10.25,broken clouds
679,High Level,CA,58.5169,-117.136,91.8,31,0,2.51,clear sky
